asset_uuid,label,manifest_uri,iiif_image_uri
cdbp6UOe5ZhcsXrfXKHt9hkM,MPM_HB_00663_afdruk.tif,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/cdbp6UOe5ZhcsXrfXKHt9hkM.json,https://dams1.antwerpen.be/iiif/cdbp6UOe5ZhcsXrfXKHt9hkM/full/full/0/default.jpg
QkaHYoOWMEM4leNNODJnSRwo,Munt van de Frankische koning Chlotarius I (ca. 497-561),https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/QkaHYoOWMEM4leNNODJnSRwo.json,https://dams1.antwerpen.be/iiif/QkaHYoOWMEM4leNNODJnSRwo/full/full/0/default.jpg
e2URJBFgfUWBSmOoUjlgJTjn,Drukkersmerk van de Officina Plantiniana,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/e2URJBFgfUWBSmOoUjlgJTjn.json,https://dams1.antwerpen.be/iiif/e2URJBFgfUWBSmOoUjlgJTjn/full/full/0/default.jpg
z1LMEPgZeV9gNI8UbR4CV0DV,"Sierinitiaal Q, romein",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/z1LMEPgZeV9gNI8UbR4CV0DV.json,https://dams1.antwerpen.be/iiif/z1LMEPgZeV9gNI8UbR4CV0DV/full/full/0/default.jpg
t2IVJEIdQGWaIxbAGj9bszhN,"Obelisk, piramide en boom",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/t2IVJEIdQGWaIxbAGj9bszhN.json,https://dams1.antwerpen.be/iiif/t2IVJEIdQGWaIxbAGj9bszhN/full/full/0/default.jpg
r2fa8c5ZOOcgLrhJy4jX1pQ0,Italiaanse cipres [Cupressus sempervirens]: tak met vruchten,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/r2fa8c5ZOOcgLrhJy4jX1pQ0.json,https://dams1.antwerpen.be/iiif/r2fa8c5ZOOcgLrhJy4jX1pQ0/full/full/0/default.jpg
F26kHPMMWbcPWpiS7rNBHPh5,MPM_HB_08561_afdruk.tif,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/F26kHPMMWbcPWpiS7rNBHPh5.json,https://dams1.antwerpen.be/iiif/F26kHPMMWbcPWpiS7rNBHPh5/full/full/0/default.jpg
S1ZSZTMT4XdlTJ49hWaHhNbs,Emblematische voorstelling: Extincto vitam parit ardor amanti,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/S1ZSZTMT4XdlTJ49hWaHhNbs.json,https://dams1.antwerpen.be/iiif/S1ZSZTMT4XdlTJ49hWaHhNbs/full/full/0/default.jpg
m2PJV8tSTqjVgdcoD6Sie1iR,"Sierinitiaal J, romein",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/m2PJV8tSTqjVgdcoD6Sie1iR.json,https://dams1.antwerpen.be/iiif/m2PJV8tSTqjVgdcoD6Sie1iR/full/full/0/default.jpg
dadTMTBCCXQPNQOXmWjVM5pI,Diagram geometrische optica (p. 583 bovenaan en 585),https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/dadTMTBCCXQPNQOXmWjVM5pI.json,https://dams1.antwerpen.be/iiif/dadTMTBCCXQPNQOXmWjVM5pI/full/full/0/default.jpg
A1LakcaUBGHQGWkUTN9owbTz,MPM_HB_09269_afdruk.tif,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/A1LakcaUBGHQGWkUTN9owbTz.json,https://dams1.antwerpen.be/iiif/A1LakcaUBGHQGWkUTN9owbTz/full/full/0/default.jpg
TXNdnUPTUYXSlfNWYqTeZtzx,Ruige anjer [Dianthus armeria],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/TXNdnUPTUYXSlfNWYqTeZtzx.json,https://dams1.antwerpen.be/iiif/TXNdnUPTUYXSlfNWYqTeZtzx/full/full/0/default.jpg
Zf5awecMNZVoWYAfLv9gbU3V,Diagram geometrische optica (p. 60),https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/Zf5awecMNZVoWYAfLv9gbU3V.json,https://dams1.antwerpen.be/iiif/Zf5awecMNZVoWYAfLv9gbU3V/full/full/0/default.jpg
DlR1d6Y5ZeOKO9TWQBBezOmR,Erwt of groene erwt [Pisum sativum subsp. sativum convar. medullare],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/DlR1d6Y5ZeOKO9TWQBBezOmR.json,https://dams1.antwerpen.be/iiif/DlR1d6Y5ZeOKO9TWQBBezOmR/full/full/0/default.jpg
zNTLBLVPFPaPZmATDskuaveZ,"Sierinitiaal B, romein",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/zNTLBLVPFPaPZmATDskuaveZ.json,https://dams1.antwerpen.be/iiif/zNTLBLVPFPaPZmATDskuaveZ/full/full/0/default.jpg
v2JAIDMYZUjgWmqnDX5Dz5ro,Emblematische voorstelling: Ex pace ubertas [Vrede brengt welvaart].,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/v2JAIDMYZUjgWmqnDX5Dz5ro.json,https://dams1.antwerpen.be/iiif/v2JAIDMYZUjgWmqnDX5Dz5ro/full/full/0/default.jpg
IPdXZjLcUaEIFUhratDnrQrK,Bijenblad [Melittis melissophyllum],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/IPdXZjLcUaEIFUhratDnrQrK.json,https://dams1.antwerpen.be/iiif/IPdXZjLcUaEIFUhratDnrQrK/full/full/0/default.jpg
RDOSLPEchEQsJZAmXUOVgWJQ,"Sierinitiaal A, lettre cadeau (40 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/RDOSLPEchEQsJZAmXUOVgWJQ.json,https://dams1.antwerpen.be/iiif/RDOSLPEchEQsJZAmXUOVgWJQ/full/full/0/default.jpg
OcKPRB7cEQStURRKBphGWZbY,Vignet: sierlijst met de heilige Christoffel van Lycië (onder),https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/OcKPRB7cEQStURRKBphGWZbY.json,https://dams1.antwerpen.be/iiif/OcKPRB7cEQStURRKBphGWZbY/full/full/0/default.jpg
Y1IhfaBVoLIXDiLfAUi2yOiA,"Sierinitiaal F, lettre cadeau (40 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/Y1IhfaBVoLIXDiLfAUi2yOiA.json,https://dams1.antwerpen.be/iiif/Y1IhfaBVoLIXDiLfAUi2yOiA/full/full/0/default.jpg
C1IkPEflBMBHQODUHA72hv1Q,Sedecias gevangengenomen wordt bij Nabuchodonosor gebracht,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/C1IkPEflBMBHQODUHA72hv1Q.json,https://dams1.antwerpen.be/iiif/C1IkPEflBMBHQODUHA72hv1Q/full/full/0/default.jpg
k2cPQBQeSSmGEL5YXUhgPy4l,Vignet: sierlijst met kindje Jezus en man (links),https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/k2cPQBQeSSmGEL5YXUhgPy4l.json,https://dams1.antwerpen.be/iiif/k2cPQBQeSSmGEL5YXUhgPy4l/full/full/0/default.jpg
OPBANhZWcYReaNUUOf3zh1XU,Syrische kapperstruik [Zygophyllum fabago],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/OPBANhZWcYReaNUUOf3zh1XU.json,https://dams1.antwerpen.be/iiif/OPBANhZWcYReaNUUOf3zh1XU/full/full/0/default.jpg
O4IYZDLCPgLsiQHRVk7hEYcx,"Sierinitiaal A, romein",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/O4IYZDLCPgLsiQHRVk7hEYcx.json,https://dams1.antwerpen.be/iiif/O4IYZDLCPgLsiQHRVk7hEYcx/full/full/0/default.jpg
dbCwSQaqlEXXNeXlYpx15jfb,Vlinderorchis [Anacamptis papilionacea],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/dbCwSQaqlEXXNeXlYpx15jfb.json,https://dams1.antwerpen.be/iiif/dbCwSQaqlEXXNeXlYpx15jfb/full/full/0/default.jpg
K1aYiqHPbyreLbdKXJlIw3mG,Rode langoest [Palinurus elephas],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/K1aYiqHPbyreLbdKXJlIw3mG.json,https://dams1.antwerpen.be/iiif/K1aYiqHPbyreLbdKXJlIw3mG/full/full/0/default.jpg
l1bMPHYUfdfqilUTBgx2y2zO,Jezus spreekt tot de moeder der zonen van Zebedeus,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/l1bMPHYUfdfqilUTBgx2y2zO.json,https://dams1.antwerpen.be/iiif/l1bMPHYUfdfqilUTBgx2y2zO/full/full/0/default.jpg
JgZUdHRPlRUEWVncHiCTZjJT,Grauwe abeel [Populus canescens],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/JgZUdHRPlRUEWVncHiCTZjJT.json,https://dams1.antwerpen.be/iiif/JgZUdHRPlRUEWVncHiCTZjJT/full/full/0/default.jpg
dRYjWjqyTILhRGHNR4dUHoco,Daslook [Allium ursinum],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/dRYjWjqyTILhRGHNR4dUHoco.json,https://dams1.antwerpen.be/iiif/dRYjWjqyTILhRGHNR4dUHoco/full/full/0/default.jpg
uuniWHlXZRUabpdbIyorUacz,"Sierinitiaal ש [sjien], Hebreeuws (30 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/uuniWHlXZRUabpdbIyorUacz.json,https://dams1.antwerpen.be/iiif/uuniWHlXZRUabpdbIyorUacz/full/full/0/default.jpg
j1WYYMcJbZDUXlxVjGxnGpla,MPM_HB_00361_afdruk.tif,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/j1WYYMcJbZDUXlxVjGxnGpla.json,https://dams1.antwerpen.be/iiif/j1WYYMcJbZDUXlxVjGxnGpla/full/full/0/default.jpg
u2RTHTWTWYekZtlZ9OcAQ1Nf,"Sierinitiaal T, romein",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/u2RTHTWTWYekZtlZ9OcAQ1Nf.json,https://dams1.antwerpen.be/iiif/u2RTHTWTWYekZtlZ9OcAQ1Nf/full/full/0/default.jpg
g1UraUUnelWSksNYj9kQDKg6,"Sierinitiaal W, romein (23 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/g1UraUUnelWSksNYj9kQDKg6.json,https://dams1.antwerpen.be/iiif/g1UraUUnelWSksNYj9kQDKg6/full/full/0/default.jpg
XfrPQbdHa7IDMTWIMkDGvfX8,Kroontjeskruid [Euphorbia helioscopia],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/XfrPQbdHa7IDMTWIMkDGvfX8.json,https://dams1.antwerpen.be/iiif/XfrPQbdHa7IDMTWIMkDGvfX8/full/full/0/default.jpg
Y2MqNQFQTMWWLIhADaQuyiyj,Keizerskaars [Verbascum phlomoides],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/Y2MqNQFQTMWWLIhADaQuyiyj.json,https://dams1.antwerpen.be/iiif/Y2MqNQFQTMWWLIhADaQuyiyj/full/full/0/default.jpg
T2AsBJOgPTiFlLPGuJevsl8I,IJsduiker [Gavia immer],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/T2AsBJOgPTiFlLPGuJevsl8I.json,https://dams1.antwerpen.be/iiif/T2AsBJOgPTiFlLPGuJevsl8I/full/full/0/default.jpg
C2Y6TfwsM5vmuUlOSQ3CzGM9,MPM_HB_09328_afdruk.tif,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/C2Y6TfwsM5vmuUlOSQ3CzGM9.json,https://dams1.antwerpen.be/iiif/C2Y6TfwsM5vmuUlOSQ3CzGM9/full/full/0/default.jpg
IVvXxGenWHqhHJZNPUVFNng7,Kretenzische seseli [Tordylium maximum],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/IVvXxGenWHqhHJZNPUVFNng7.json,https://dams1.antwerpen.be/iiif/IVvXxGenWHqhHJZNPUVFNng7/full/full/0/default.jpg
tRMESBIOCKphMVUaSnzJ3Emz,"Sierinitiaal N, romein (42 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/tRMESBIOCKphMVUaSnzJ3Emz.json,https://dams1.antwerpen.be/iiif/tRMESBIOCKphMVUaSnzJ3Emz/full/full/0/default.jpg
T2Qee7uPQCGKmRLRcT4UNalZ,Afrikaanse baobab [Adansonia digitata]: vrucht,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/T2Qee7uPQCGKmRLRcT4UNalZ.json,https://dams1.antwerpen.be/iiif/T2Qee7uPQCGKmRLRcT4UNalZ/full/full/0/default.jpg
D1EXJLdYiYkjU7SEmIEtXFfZ,Diagram geometrische optica (p. 336),https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/D1EXJLdYiYkjU7SEmIEtXFfZ.json,https://dams1.antwerpen.be/iiif/D1EXJLdYiYkjU7SEmIEtXFfZ/full/full/0/default.jpg
c2PNOWDCYlLbq48nZTRx63yV,"Sierinitiaal D, unciaal (40 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/c2PNOWDCYlLbq48nZTRx63yV.json,https://dams1.antwerpen.be/iiif/c2PNOWDCYlLbq48nZTRx63yV/full/full/0/default.jpg
L1IefXYRpCcSZwXitZ9to1e2,Knoflookmosterd [Peltaria alliacea],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/L1IefXYRpCcSZwXitZ9to1e2.json,https://dams1.antwerpen.be/iiif/L1IefXYRpCcSZwXitZ9to1e2/full/full/0/default.jpg
F1VdKOqDSfaOsYGjKnhLGO7N,"Huttentut, dederzaad, vlasdodder of vlasdotter [Camelina sativa]",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/F1VdKOqDSfaOsYGjKnhLGO7N.json,https://dams1.antwerpen.be/iiif/F1VdKOqDSfaOsYGjKnhLGO7N/full/full/0/default.jpg
c2KkPALV5SmWhhbMJ5CSYmMd,Bleek schildzaad [Alyssum alyssoides],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/c2KkPALV5SmWhhbMJ5CSYmMd.json,https://dams1.antwerpen.be/iiif/c2KkPALV5SmWhhbMJ5CSYmMd/full/full/0/default.jpg
wIPVsWEcAWZhPWZLXRsIq4Qf,"Sierinitiaal S, romein",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/wIPVsWEcAWZhPWZLXRsIq4Qf.json,https://dams1.antwerpen.be/iiif/wIPVsWEcAWZhPWZLXRsIq4Qf/full/full/0/default.jpg
NcaKBBaMKKWk3mL9iJ4cZkr5,"Emblematische voorstelling: Littera occîdit, spiritus vivificat [De letter is dodelijk, de geest schenkt leven].",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/NcaKBBaMKKWk3mL9iJ4cZkr5.json,https://dams1.antwerpen.be/iiif/NcaKBBaMKKWk3mL9iJ4cZkr5/full/full/0/default.jpg
J2fyTGDUMXVdEFrtZZyorEg2,"Zulte of zeeaster [Tripolium pannonicum, syn. Aster tripolium]",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/J2fyTGDUMXVdEFrtZZyorEg2.json,https://dams1.antwerpen.be/iiif/J2fyTGDUMXVdEFrtZZyorEg2/full/full/0/default.jpg
JWIaoiNZjMQpXgIJeO3mR9yZ,"Portret van keizer Tiberios III Apsimaros, die regeerde 698-705 (toonblok)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/JWIaoiNZjMQpXgIJeO3mR9yZ.json,https://dams1.antwerpen.be/iiif/JWIaoiNZjMQpXgIJeO3mR9yZ/full/full/0/default.jpg
VFPcwaScURPNKccAQXX2Vd3f,"Sierinitiaal S, romein (22 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/VFPcwaScURPNKccAQXX2Vd3f.json,https://dams1.antwerpen.be/iiif/VFPcwaScURPNKccAQXX2Vd3f/full/full/0/default.jpg
l2g3EUWhUbXlXECPclGIEGzW,Soort toorts [geslacht Verbascum],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/l2g3EUWhUbXlXECPclGIEGzW.json,https://dams1.antwerpen.be/iiif/l2g3EUWhUbXlXECPclGIEGzW/full/full/0/default.jpg
R2DrVirFdRcbcWgmGC9MXHvJ,Diagram geometrische optica (p. 623),https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/R2DrVirFdRcbcWgmGC9MXHvJ.json,https://dams1.antwerpen.be/iiif/R2DrVirFdRcbcWgmGC9MXHvJ/full/full/0/default.jpg
Z2MkaEQLhWkJWPHpEVOiYkn0,De maand maart,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/Z2MkaEQLhWkJWPHpEVOiYkn0.json,https://dams1.antwerpen.be/iiif/Z2MkaEQLhWkJWPHpEVOiYkn0/full/full/0/default.jpg
o1LNwoWqVIbqfTiTZXRVZHPM,"Maritiem baken, genummerd ""1""",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/o1LNwoWqVIbqfTiTZXRVZHPM.json,https://dams1.antwerpen.be/iiif/o1LNwoWqVIbqfTiTZXRVZHPM/full/full/0/default.jpg
q1dktcCXnLMVLSDhlKzzbsPb,MPM_HB_00337_afdruk.tif,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/q1dktcCXnLMVLSDhlKzzbsPb.json,https://dams1.antwerpen.be/iiif/q1dktcCXnLMVLSDhlKzzbsPb/full/full/0/default.jpg
E1rvtAdaKmOLA6RiQDy5zcOb,Seseli tortuosum,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/E1rvtAdaKmOLA6RiQDy5zcOb.json,https://dams1.antwerpen.be/iiif/E1rvtAdaKmOLA6RiQDy5zcOb/full/full/0/default.jpg
H1m5CZ5yZehFpGXWUkqhKmtq,Emblematische voorstelling: Bivium virtutis &amp; vitii [Hercules op de tweesprong van deugd en ondeugd],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/H1m5CZ5yZehFpGXWUkqhKmtq.json,https://dams1.antwerpen.be/iiif/H1m5CZ5yZehFpGXWUkqhKmtq/full/full/0/default.jpg
n1ac9mO7geMhTSiTZ7ec5qnf,Bellevalia ciliata,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/n1ac9mO7geMhTSiTZ7ec5qnf.json,https://dams1.antwerpen.be/iiif/n1ac9mO7geMhTSiTZ7ec5qnf/full/full/0/default.jpg
Q1n7eGjBiNARlAOZHm77E0Jq,Pluimsteenbreek [Saxifraga cotyledon],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/Q1n7eGjBiNARlAOZHm77E0Jq.json,https://dams1.antwerpen.be/iiif/Q1n7eGjBiNARlAOZHm77E0Jq/full/full/0/default.jpg
O2MRLVSSTVLRTDYZaNqIDHLF,"Sierinitiaal P, romein (22 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/O2MRLVSSTVLRTDYZaNqIDHLF.json,https://dams1.antwerpen.be/iiif/O2MRLVSSTVLRTDYZaNqIDHLF/full/full/0/default.jpg
P2AOCTgZaJjOcGmbIO2XUcEe,Koperen Romeinse munt: sestertius van Domitianus,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/P2AOCTgZaJjOcGmbIO2XUcEe.json,https://dams1.antwerpen.be/iiif/P2AOCTgZaJjOcGmbIO2XUcEe/full/full/0/default.jpg
a2ERFXYVoPVTNZZNQOFjz2VJ,Vignet: vaas met bloemen en vruchten in in decor van arabesken en planten,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/a2ERFXYVoPVTNZZNQOFjz2VJ.json,https://dams1.antwerpen.be/iiif/a2ERFXYVoPVTNZZNQOFjz2VJ/full/full/0/default.jpg
cVoMhBK1odhBCU8PLP71MWE4,"Sierinitiaal Q, lettre cadeau (65 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/cVoMhBK1odhBCU8PLP71MWE4.json,https://dams1.antwerpen.be/iiif/cVoMhBK1odhBCU8PLP71MWE4/full/full/0/default.jpg
fgUdTfjIZ5VsaCKVIILhwrpA,"Initiaal C, romein",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/fgUdTfjIZ5VsaCKVIILhwrpA.json,https://dams1.antwerpen.be/iiif/fgUdTfjIZ5VsaCKVIILhwrpA/full/full/0/default.jpg
n2eTjdukJ9pbTGUKOSBBQara,"Sierinitiaal E, romein (16 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/n2eTjdukJ9pbTGUKOSBBQara.json,https://dams1.antwerpen.be/iiif/n2eTjdukJ9pbTGUKOSBBQara/full/full/0/default.jpg
A1GgBEWgXam9JbcI8S0i8Nfx,Aanbidding der koningen,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/A1GgBEWgXam9JbcI8S0i8Nfx.json,https://dams1.antwerpen.be/iiif/A1GgBEWgXam9JbcI8S0i8Nfx/full/full/0/default.jpg
O2JMPnfJLfa3EfbaseIn4H7j,"Sierinitiaal W, lettre cadeau (20 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/O2JMPnfJLfa3EfbaseIn4H7j.json,https://dams1.antwerpen.be/iiif/O2JMPnfJLfa3EfbaseIn4H7j/full/full/0/default.jpg
XwFVeXRI5UtnrWWIiO0NWIN5,"Sierinitiaal E, romein (23 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/XwFVeXRI5UtnrWWIiO0NWIN5.json,https://dams1.antwerpen.be/iiif/XwFVeXRI5UtnrWWIiO0NWIN5/full/full/0/default.jpg
M1MSXROWcMUJXEBTJgUVkAbe,"Sierinitiaal I, romein (22 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/M1MSXROWcMUJXEBTJgUVkAbe.json,https://dams1.antwerpen.be/iiif/M1MSXROWcMUJXEBTJgUVkAbe/full/full/0/default.jpg
x1sXUhppg4HfMJQFkg8I5Qj5,Bernagie of komkommerkruid [Borago officinalis],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/x1sXUhppg4HfMJQFkg8I5Qj5.json,https://dams1.antwerpen.be/iiif/x1sXUhppg4HfMJQFkg8I5Qj5/full/full/0/default.jpg
TYHMIaaPJ7UKhJDTGZUtvUJI,De geseling van Jezus,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/TYHMIaaPJ7UKhJDTGZUtvUJI.json,https://dams1.antwerpen.be/iiif/TYHMIaaPJ7UKhJDTGZUtvUJI/full/full/0/default.jpg
QDDejSul8RXDNt7WWpx2BGrT,"Sierinitiaal C, romein (42 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/QDDejSul8RXDNt7WWpx2BGrT.json,https://dams1.antwerpen.be/iiif/QDDejSul8RXDNt7WWpx2BGrT/full/full/0/default.jpg
A1CkTaadfchI9kPiORUAub2D,"Sierinitiaal R, romein",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/A1CkTaadfchI9kPiORUAub2D.json,https://dams1.antwerpen.be/iiif/A1CkTaadfchI9kPiORUAub2D/full/full/0/default.jpg
u17KarfgbhHdeV3fEHY6PjaU,Wetenschappelijk diagram: Sphaera conversionis humanae,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/u17KarfgbhHdeV3fEHY6PjaU.json,https://dams1.antwerpen.be/iiif/u17KarfgbhHdeV3fEHY6PjaU/full/full/0/default.jpg
w1jRifMRorELiirNaMS4pYiT,Varaan [geslacht Varanus in de familie Varanidae],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/w1jRifMRorELiirNaMS4pYiT.json,https://dams1.antwerpen.be/iiif/w1jRifMRorELiirNaMS4pYiT/full/full/0/default.jpg
P2FKaiqWVZEHsRWKNnNbzz4l,"Sierinitiaal N, romein (16 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/P2FKaiqWVZEHsRWKNnNbzz4l.json,https://dams1.antwerpen.be/iiif/P2FKaiqWVZEHsRWKNnNbzz4l/full/full/0/default.jpg
h1UceSZWk7UUqVUVJMGsDcvN,Vleeskleurige orchis [Dactylorhiza incarnata],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/h1UceSZWk7UUqVUVJMGsDcvN.json,https://dams1.antwerpen.be/iiif/h1UceSZWk7UUqVUVJMGsDcvN/full/full/0/default.jpg
G1MJSQIbKARTTKJepHF17Pto,"Sierinitiaal Ω [omega], Grieks",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/G1MJSQIbKARTTKJepHF17Pto.json,https://dams1.antwerpen.be/iiif/G1MJSQIbKARTTKJepHF17Pto/full/full/0/default.jpg
D2McGYMKJSMnkZXPkfA9xhMb,Heilige Gregorius de Grote,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/D2McGYMKJSMnkZXPkfA9xhMb.json,https://dams1.antwerpen.be/iiif/D2McGYMKJSMnkZXPkfA9xhMb/full/full/0/default.jpg
lMUcCqU3MXOOVAKbZwDBmJ5E,Klein afrikaantje [Tagetes patula],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/lMUcCqU3MXOOVAKbZwDBmJ5E.json,https://dams1.antwerpen.be/iiif/lMUcCqU3MXOOVAKbZwDBmJ5E/full/full/0/default.jpg
f1DdaMIDp9JlMYnkJE6p5UMD,Emblematische voorstelling: Grave Nihil est Amanti,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/f1DdaMIDp9JlMYnkJE6p5UMD.json,https://dams1.antwerpen.be/iiif/f1DdaMIDp9JlMYnkJE6p5UMD/full/full/0/default.jpg
