asset_uuid,label,manifest_uri,iiif_image_uri
G1SZVGjDnWRQcbS4SDTkrxqR,Bezemdophei [Erica scoparia],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/G1SZVGjDnWRQcbS4SDTkrxqR.json,https://dams1.antwerpen.be/iiif/G1SZVGjDnWRQcbS4SDTkrxqR/full/full/0/default.jpg
QKorT9sGxXqARPlfghkUMAnZ,"Soort vetkruid [Sedum annuum subsp. annuum, syn. Sedus aestivum]",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/QKorT9sGxXqARPlfghkUMAnZ.json,https://dams1.antwerpen.be/iiif/QKorT9sGxXqARPlfghkUMAnZ/full/full/0/default.jpg
s1jYb8MTtsWmiLIukfADpcJS,Afbeelding op de kaart (= uitnodiging) voor het Landjuweel (1561),https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/s1jYb8MTtsWmiLIukfADpcJS.json,https://dams1.antwerpen.be/iiif/s1jYb8MTtsWmiLIukfADpcJS/full/full/0/default.jpg
i3QcjWoTJAYhadWYcw5pR6Lw,Abimelech ziet Isaak Rebecca liefkozen,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/i3QcjWoTJAYhadWYcw5pR6Lw.json,https://dams1.antwerpen.be/iiif/i3QcjWoTJAYhadWYcw5pR6Lw/full/full/0/default.jpg
F1bQJ7cNE7mUIKS5WOwAZAVd,"Initiaal S, unciaal",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/F1bQJ7cNE7mUIKS5WOwAZAVd.json,https://dams1.antwerpen.be/iiif/F1bQJ7cNE7mUIKS5WOwAZAVd/full/full/0/default.jpg
P2HjP98WUaJeKgWGCTVlZXLC,MPM_HB_08949_afdruk.tif,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/P2HjP98WUaJeKgWGCTVlZXLC.json,https://dams1.antwerpen.be/iiif/P2HjP98WUaJeKgWGCTVlZXLC/full/full/0/default.jpg
edPTGIda9mDKpnCpQtkAUIOt,Drukkersmerk van de Officina Plantiniana,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/edPTGIda9mDKpnCpQtkAUIOt.json,https://dams1.antwerpen.be/iiif/edPTGIda9mDKpnCpQtkAUIOt/full/full/0/default.jpg
A2dQAkSWN5diVjfYMuKScLj1,Tomatenplant [Solanum lycopersicum],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/A2dQAkSWN5diVjfYMuKScLj1.json,https://dams1.antwerpen.be/iiif/A2dQAkSWN5diVjfYMuKScLj1/full/full/0/default.jpg
j1XFGJAPVMaZNNVdmLsr3VwZ,"Sierinitiaal P, romein (16 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/j1XFGJAPVMaZNNVdmLsr3VwZ.json,https://dams1.antwerpen.be/iiif/j1XFGJAPVMaZNNVdmLsr3VwZ/full/full/0/default.jpg
R1YLFjYfMBJIrsVseS6FAIFD,"Sierinitiaal B, romein (52 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/R1YLFjYfMBJIrsVseS6FAIFD.json,https://dams1.antwerpen.be/iiif/R1YLFjYfMBJIrsVseS6FAIFD/full/full/0/default.jpg
EvtIl1WTgOOAWnBBAlt2cwr5,"Sierinitiaal S, romein",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/EvtIl1WTgOOAWnBBAlt2cwr5.json,https://dams1.antwerpen.be/iiif/EvtIl1WTgOOAWnBBAlt2cwr5/full/full/0/default.jpg
f1XbdVTXf6Q7PIHIQTwr1m2B,"Sierinitiaal I, romein (22 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/f1XbdVTXf6Q7PIHIQTwr1m2B.json,https://dams1.antwerpen.be/iiif/f1XbdVTXf6Q7PIHIQTwr1m2B/full/full/0/default.jpg
i2fXhrsSLiDMYCjWcfSRgzD5,"Sierinitiaal G, romein",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/i2fXhrsSLiDMYCjWcfSRgzD5.json,https://dams1.antwerpen.be/iiif/i2fXhrsSLiDMYCjWcfSRgzD5/full/full/0/default.jpg
uAbbTrtdSEdOaSolKyX5hR4y,Wetenschappelijk diagram: Classis physicae typi [...] 1. Sub notione magis rationali ordo univocus Aristoteli familiarior,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/uAbbTrtdSEdOaSolKyX5hR4y.json,https://dams1.antwerpen.be/iiif/uAbbTrtdSEdOaSolKyX5hR4y/full/full/0/default.jpg
j1icShokQWbYIjQUMJh2gTTY,Illyrische boterbloem [Ranunculus illyricus],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/j1icShokQWbYIjQUMJh2gTTY.json,https://dams1.antwerpen.be/iiif/j1icShokQWbYIjQUMJh2gTTY/full/full/0/default.jpg
PTROSWLWNkSXTDTGhuajWLwg,"Sierinitiaal M, romein (23 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/PTROSWLWNkSXTDTGhuajWLwg.json,https://dams1.antwerpen.be/iiif/PTROSWLWNkSXTDTGhuajWLwg/full/full/0/default.jpg
JJxDWZmLYPfRkSghoLV49r5t,Helm of helmgras [Ammophila arenaria],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/JJxDWZmLYPfRkSghoLV49r5t.json,https://dams1.antwerpen.be/iiif/JJxDWZmLYPfRkSghoLV49r5t/full/full/0/default.jpg
q25RXjOTCiKWWxFVFUdoGz3m,Gewone boon [Phaseolus vulgaris]: zaden,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/q25RXjOTCiKWWxFVFUdoGz3m.json,https://dams1.antwerpen.be/iiif/q25RXjOTCiKWWxFVFUdoGz3m/full/full/0/default.jpg
d2dLMNS4ZrsLQJnmegN3aX7g,Late stekelnoot [Xanthium strumarium],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/d2dLMNS4ZrsLQJnmegN3aX7g.json,https://dams1.antwerpen.be/iiif/d2dLMNS4ZrsLQJnmegN3aX7g/full/full/0/default.jpg
X1FFWSILbIEgioaHeyeWJKLz,MPM_HB_09353_afdruk.tif,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/X1FFWSILbIEgioaHeyeWJKLz.json,https://dams1.antwerpen.be/iiif/X1FFWSILbIEgioaHeyeWJKLz/full/full/0/default.jpg
zacRVX9UHWTO5dnIgkaNtpJS,Soort lepelblad [Cochlearia glastifolia],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/zacRVX9UHWTO5dnIgkaNtpJS.json,https://dams1.antwerpen.be/iiif/zacRVX9UHWTO5dnIgkaNtpJS/full/full/0/default.jpg
KkXhbiMTWZjBDOqZTEYNHcv7,Witte waterkers [Rorippa nasturtium-aquaticum],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/KkXhbiMTWZjBDOqZTEYNHcv7.json,https://dams1.antwerpen.be/iiif/KkXhbiMTWZjBDOqZTEYNHcv7/full/full/0/default.jpg
C1PZVceZZdLLRgQSnPJhldP3,Gewone ossentong [Anchusa officinalis],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/C1PZVceZZdLLRgQSnPJhldP3.json,https://dams1.antwerpen.be/iiif/C1PZVceZZdLLRgQSnPJhldP3/full/full/0/default.jpg
OoVc6LHtMHahLBQbrq6ddjtQ,De berg Sinaï waarop God de tien geboden gaf aan Mozes,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/OoVc6LHtMHahLBQbrq6ddjtQ.json,https://dams1.antwerpen.be/iiif/OoVc6LHtMHahLBQbrq6ddjtQ/full/full/0/default.jpg
y1HqVU8PbswntrTQUayFskyj,"Portret van keizer Trajanus, die regeerde 98-117 (toonblok)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/y1HqVU8PbswntrTQUayFskyj.json,https://dams1.antwerpen.be/iiif/y1HqVU8PbswntrTQUayFskyj/full/full/0/default.jpg
CTXDwRXg7GoghOoN3yCr4Sxh,Sneeuwheide [Erica carnea],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/CTXDwRXg7GoghOoN3yCr4Sxh.json,https://dams1.antwerpen.be/iiif/CTXDwRXg7GoghOoN3yCr4Sxh/full/full/0/default.jpg
c1HmaQUZYNdaTalVLXGQGchY,Wetenschappelijke illustratie: scalpel,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/c1HmaQUZYNdaTalVLXGQGchY.json,https://dams1.antwerpen.be/iiif/c1HmaQUZYNdaTalVLXGQGchY/full/full/0/default.jpg
p1XjPKVlrZUOLTabZbQtltWt,"Valse ridderspoor [Delphinium ajacis, syn. Consolida ajacis]",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/p1XjPKVlrZUOLTabZbQtltWt.json,https://dams1.antwerpen.be/iiif/p1XjPKVlrZUOLTabZbQtltWt/full/full/0/default.jpg
O1clLCkn4OOThY9OCayA9ezT,Kosmografisch diagram,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/O1clLCkn4OOThY9OCayA9ezT.json,https://dams1.antwerpen.be/iiif/O1clLCkn4OOThY9OCayA9ezT/full/full/0/default.jpg
HWLQYY3gSJHSRYsZgitM4RUe,Christus aan het kruis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/HWLQYY3gSJHSRYsZgitM4RUe.json,https://dams1.antwerpen.be/iiif/HWLQYY3gSJHSRYsZgitM4RUe/full/full/0/default.jpg
xXxVaiBxVKB6acclPsIZNgzj,Boomwolfsmelk [Euphorbia dendroides],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/xXxVaiBxVKB6acclPsIZNgzj.json,https://dams1.antwerpen.be/iiif/xXxVaiBxVKB6acclPsIZNgzj/full/full/0/default.jpg
Q2jGAKEACe9EWHTCCSqMd6gH,MPM_HB_00583_afdruk.tif,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/Q2jGAKEACe9EWHTCCSqMd6gH.json,https://dams1.antwerpen.be/iiif/Q2jGAKEACe9EWHTCCSqMd6gH/full/full/0/default.jpg
JIWIiaZaVQkZaeJcBfeuordT,Griekse basilicum [Ocimum minimum],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/JIWIiaZaVQkZaeJcBfeuordT.json,https://dams1.antwerpen.be/iiif/JIWIiaZaVQkZaeJcBfeuordT/full/full/0/default.jpg
n1eCWlmacMnVKXKZ4OSncnjr,Emblematische voorstelling: Hoc valli insigne recepti [Merck van een wal],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/n1eCWlmacMnVKXKZ4OSncnjr.json,https://dams1.antwerpen.be/iiif/n1eCWlmacMnVKXKZ4OSncnjr/full/full/0/default.jpg
T1AdjFDNgoeWJwRVIuSLl4Mk,"Portret van keizer Justinus II, die regeerde 565-578 (toonblok)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/T1AdjFDNgoeWJwRVIuSLl4Mk.json,https://dams1.antwerpen.be/iiif/T1AdjFDNgoeWJwRVIuSLl4Mk/full/full/0/default.jpg
rAlafWd5RpSRhrRcEKlGpTAO,"Sierinitiaal T, romein",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/rAlafWd5RpSRhrRcEKlGpTAO.json,https://dams1.antwerpen.be/iiif/rAlafWd5RpSRhrRcEKlGpTAO/full/full/0/default.jpg
M2YoMNWITORfbXecN8RBwRS5,Gele gentiaan [Gentiana lutea],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/M2YoMNWITORfbXecN8RBwRS5.json,https://dams1.antwerpen.be/iiif/M2YoMNWITORfbXecN8RBwRS5/full/full/0/default.jpg
w1rfGlOUUWRgiaaXesCLfuwQ,Emblematische voorstelling: In dubio secura recumbit,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/w1rfGlOUUWRgiaaXesCLfuwQ.json,https://dams1.antwerpen.be/iiif/w1rfGlOUUWRgiaaXesCLfuwQ/full/full/0/default.jpg
j2VLcfkeTuJjtYKHlYphtWZY,"Kranskaasjeskruid, dessertbladen of krulmalva [Malva verticillata]",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/j2VLcfkeTuJjtYKHlYphtWZY.json,https://dams1.antwerpen.be/iiif/j2VLcfkeTuJjtYKHlYphtWZY/full/full/0/default.jpg
p1MWRhjVddDIepqwlRtuGQV4,Egyptisch duizendblad [Achillea aegyptica],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/p1MWRhjVddDIepqwlRtuGQV4.json,https://dams1.antwerpen.be/iiif/p1MWRhjVddDIepqwlRtuGQV4/full/full/0/default.jpg
X1hkRSVksOVNHFPgeYWdzq0E,Gedeon beveelt zijn soldaten te drinken uit de beek,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/X1hkRSVksOVNHFPgeYWdzq0E.json,https://dams1.antwerpen.be/iiif/X1hkRSVksOVNHFPgeYWdzq0E/full/full/0/default.jpg
jmhTONK5llsegAZcVS0xkU1e,Parnassia [Parnassia palustris],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/jmhTONK5llsegAZcVS0xkU1e.json,https://dams1.antwerpen.be/iiif/jmhTONK5llsegAZcVS0xkU1e/full/full/0/default.jpg
V1dssSMkhTUHZJOoEPHRjhwW,Boomalsem [Artemisia arborescens],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/V1dssSMkhTUHZJOoEPHRjhwW.json,https://dams1.antwerpen.be/iiif/V1dssSMkhTUHZJOoEPHRjhwW/full/full/0/default.jpg
m1HQkIEXjEbJIKhYYeEt7L0Y,"Sierinitiaal P, romein (40 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/m1HQkIEXjEbJIKhYYeEt7L0Y.json,https://dams1.antwerpen.be/iiif/m1HQkIEXjEbJIKhYYeEt7L0Y/full/full/0/default.jpg
BYrIpIvReGfRXSUVEqL3GtNj,Wilde hyacint of boshyacint [Hyacinthoides non-scripta],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/BYrIpIvReGfRXSUVEqL3GtNj.json,https://dams1.antwerpen.be/iiif/BYrIpIvReGfRXSUVEqL3GtNj/full/full/0/default.jpg
ebpgNTNaObpUJCOTidXz955v,"Sierinitiaal S, romein (23 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/ebpgNTNaObpUJCOTidXz955v.json,https://dams1.antwerpen.be/iiif/ebpgNTNaObpUJCOTidXz955v/full/full/0/default.jpg
D1BiGoecGQQeDYGgDTvYlYQD,Knolzuring [Rumex tuberosus],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/D1BiGoecGQQeDYGgDTvYlYQD.json,https://dams1.antwerpen.be/iiif/D1BiGoecGQQeDYGgDTvYlYQD/full/full/0/default.jpg
w2SkfnHHwGWOieNNag9ycyMw,Europese dwergpalm [Chamaerops humilis],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/w2SkfnHHwGWOieNNag9ycyMw.json,https://dams1.antwerpen.be/iiif/w2SkfnHHwGWOieNNag9ycyMw/full/full/0/default.jpg
aOhVKOdPEXDaaeXdN2gwZtRV,"Sierinitiaal D, romein (23 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/aOhVKOdPEXDaaeXdN2gwZtRV.json,https://dams1.antwerpen.be/iiif/aOhVKOdPEXDaaeXdN2gwZtRV/full/full/0/default.jpg
dgLcShKPSSXPZwnJe4N4p8gd,Soort rupsklaver [Medicago marina],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/dgLcShKPSSXPZwnJe4N4p8gd.json,https://dams1.antwerpen.be/iiif/dgLcShKPSSXPZwnJe4N4p8gd/full/full/0/default.jpg
z27CfR9kc7DRcNPYSbmwRyAb,"Sierinitiaal O, lettre cadeau (65 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/z27CfR9kc7DRcNPYSbmwRyAb.json,https://dams1.antwerpen.be/iiif/z27CfR9kc7DRcNPYSbmwRyAb/full/full/0/default.jpg
p1JhJ65OXdpKcaY5dnibXoYY,"Sierinitiaal H, romein",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/p1JhJ65OXdpKcaY5dnibXoYY.json,https://dams1.antwerpen.be/iiif/p1JhJ65OXdpKcaY5dnibXoYY/full/full/0/default.jpg
W1UMeXpSOH9N9PJegcPLb6Fm,Oud-Gothisch alfabet,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/W1UMeXpSOH9N9PJegcPLb6Fm.json,https://dams1.antwerpen.be/iiif/W1UMeXpSOH9N9PJegcPLb6Fm/full/full/0/default.jpg
w2LHaPiDeWgDSLbAxEHjWFzg,MPM_HB_03479_afdruk.tif,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/w2LHaPiDeWgDSLbAxEHjWFzg.json,https://dams1.antwerpen.be/iiif/w2LHaPiDeWgDSLbAxEHjWFzg/full/full/0/default.jpg
F1NbRfcBVgEr2jXIlaRSjMTJ,"Sierinitiaal Q, romein",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/F1NbRfcBVgEr2jXIlaRSjMTJ.json,https://dams1.antwerpen.be/iiif/F1NbRfcBVgEr2jXIlaRSjMTJ/full/full/0/default.jpg
m1fGhQYRTTZFVYZdkarE2es5,"Sierinitiaal P, romein",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/m1fGhQYRTTZFVYZdkarE2es5.json,https://dams1.antwerpen.be/iiif/m1fGhQYRTTZFVYZdkarE2es5/full/full/0/default.jpg
v1SVlNUkGQaLLPHSfTH9zqGD,"Sierinitiaal G, romein (22 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/v1SVlNUkGQaLLPHSfTH9zqGD.json,https://dams1.antwerpen.be/iiif/v1SVlNUkGQaLLPHSfTH9zqGD/full/full/0/default.jpg
w2ZZYRTBJRZPcYEzPdGplALz,"Retama sphaerocarpa, syn. Lygos sphaerocarpa",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/w2ZZYRTBJRZPcYEzPdGplALz.json,https://dams1.antwerpen.be/iiif/w2ZZYRTBJRZPcYEzPdGplALz/full/full/0/default.jpg
FFXcGLY8mYMpHgQgSGkPO3n0,Grieks kruis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/FFXcGLY8mYMpHgQgSGkPO3n0.json,https://dams1.antwerpen.be/iiif/FFXcGLY8mYMpHgQgSGkPO3n0/full/full/0/default.jpg
sVtWWWQQblTUmoPOMaCsOIpF,"Sierinitiaal F, unciaal (40 mm)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/sVtWWWQQblTUmoPOMaCsOIpF.json,https://dams1.antwerpen.be/iiif/sVtWWWQQblTUmoPOMaCsOIpF/full/full/0/default.jpg
omsMQrgUYIvVrVSYeWP7jlNx,Soort anemoon [Anemone sp.],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/omsMQrgUYIvVrVSYeWP7jlNx.json,https://dams1.antwerpen.be/iiif/omsMQrgUYIvVrVSYeWP7jlNx/full/full/0/default.jpg
N1cQOuNSMeCN6Ibn7VpT5aqS,Emblematische voorstelling: Coniugium laborum [De echt verbindt tot gezamenlijke arbeid].,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/N1cQOuNSMeCN6Ibn7VpT5aqS.json,https://dams1.antwerpen.be/iiif/N1cQOuNSMeCN6Ibn7VpT5aqS/full/full/0/default.jpg
i1fMc5OhcahPeaRHNmSkz5uw,"Sierinitiaal F, romein",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/i1fMc5OhcahPeaRHNmSkz5uw.json,https://dams1.antwerpen.be/iiif/i1fMc5OhcahPeaRHNmSkz5uw/full/full/0/default.jpg
U1ElCQjWtUJKjQaQEpRpuSuQ,Arabis verna (?),https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/U1ElCQjWtUJKjQaQEpRpuSuQ.json,https://dams1.antwerpen.be/iiif/U1ElCQjWtUJKjQaQEpRpuSuQ/full/full/0/default.jpg
rfiWMlaTaQQdcdVgX0NBpfP3,MPM_HB_02577_afdruk.tif,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/rfiWMlaTaQQdcdVgX0NBpfP3.json,https://dams1.antwerpen.be/iiif/rfiWMlaTaQQdcdVgX0NBpfP3/full/full/0/default.jpg
zpKSXnZLkLEkjSo8y472pSF7,Herfstschroeforchis [Spiranthes spiralis],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/zpKSXnZLkLEkjSo8y472pSF7.json,https://dams1.antwerpen.be/iiif/zpKSXnZLkLEkjSo8y472pSF7/full/full/0/default.jpg
K2PKYbMdLbHcM9dKoZ5motKm,"Emblematische voorstelling: Ecquis emat tanti sese demittere [Wie cocht soo dieren coop te bucken, oft sich crommen]",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/K2PKYbMdLbHcM9dKoZ5motKm.json,https://dams1.antwerpen.be/iiif/K2PKYbMdLbHcM9dKoZ5motKm/full/full/0/default.jpg
qTVWGiAUfYaXQhfdRndwmy7o,Ruimtelijk figuur: de kubus [definitie 26],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/qTVWGiAUfYaXQhfdRndwmy7o.json,https://dams1.antwerpen.be/iiif/qTVWGiAUfYaXQhfdRndwmy7o/full/full/0/default.jpg
THgcnUUldCaLefafV91AiKjr,"Sierinitiaal S, romein",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/THgcnUUldCaLefafV91AiKjr.json,https://dams1.antwerpen.be/iiif/THgcnUUldCaLefafV91AiKjr/full/full/0/default.jpg
pQWWRyPt2O8MqOBToaWlHJHO,"Sierinitiaal R, romein",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/pQWWRyPt2O8MqOBToaWlHJHO.json,https://dams1.antwerpen.be/iiif/pQWWRyPt2O8MqOBToaWlHJHO/full/full/0/default.jpg
s1YSCVQspWfmH1mXjhgDNpoN,Diagram geometrische optica (p. 472),https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/s1YSCVQspWfmH1mXjhgDNpoN.json,https://dams1.antwerpen.be/iiif/s1YSCVQspWfmH1mXjhgDNpoN/full/full/0/default.jpg
v1eTjRFJUehPeVMt7pLq4hD3,Grote weegbree [Plantago major],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/v1eTjRFJUehPeVMt7pLq4hD3.json,https://dams1.antwerpen.be/iiif/v1eTjRFJUehPeVMt7pLq4hD3/full/full/0/default.jpg
xmbcdXKXRIfaBLPaOHUrJ1K2,MPM_HB_08558_afdruk.tif,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/xmbcdXKXRIfaBLPaOHUrJ1K2.json,https://dams1.antwerpen.be/iiif/xmbcdXKXRIfaBLPaOHUrJ1K2/full/full/0/default.jpg
W1R7YUGoUEGbMYcdfe1QatyB,"Sierinitiaal Λ [lambda], Grieks",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/W1R7YUGoUEGbMYcdfe1QatyB.json,https://dams1.antwerpen.be/iiif/W1R7YUGoUEGbMYcdfe1QatyB/full/full/0/default.jpg
O1bkTEaFZt8QdUXFmcKbgm9o,Wetenschappelijk diagram: Prima et antiquissima circulorum compositio in Sphaera Planetae sublunaris seu rationalis animae,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/O1bkTEaFZt8QdUXFmcKbgm9o.json,https://dams1.antwerpen.be/iiif/O1bkTEaFZt8QdUXFmcKbgm9o/full/full/0/default.jpg
ihdQ9zFOKsqmOrhbLOvvVnw9,"Portret van keizer Leo III de Isauriër, die regeerde 717-741 (toonblok)",https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/ihdQ9zFOKsqmOrhbLOvvVnw9.json,https://dams1.antwerpen.be/iiif/ihdQ9zFOKsqmOrhbLOvvVnw9/full/full/0/default.jpg
W2YLZldTJPUeXRx9S8Fn0zwz,Vignet: decor van arabesken,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/W2YLZldTJPUeXRx9S8Fn0zwz.json,https://dams1.antwerpen.be/iiif/W2YLZldTJPUeXRx9S8Fn0zwz/full/full/0/default.jpg
L1BLPclNZaiIXFbWsEnZ9lO4,Soort wolfsmelk [Euphorbia apios],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/L1BLPclNZaiIXFbWsEnZ9lO4.json,https://dams1.antwerpen.be/iiif/L1BLPclNZaiIXFbWsEnZ9lO4/full/full/0/default.jpg
Z1KaDWKhG4dPZvEWgCdzDnnS,Europese hanenpoot [Echinochloa crus-galli],https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/Z1KaDWKhG4dPZvEWgCdzDnnS.json,https://dams1.antwerpen.be/iiif/Z1KaDWKhG4dPZvEWgCdzDnnS/full/full/0/default.jpg
ZkMJKvua7WFZulNIU8Iat2TH,Vignet: sierlijst (8°) met kariatiden en schedel (onder),https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/ZkMJKvua7WFZulNIU8Iat2TH.json,https://dams1.antwerpen.be/iiif/ZkMJKvua7WFZulNIU8Iat2TH/full/full/0/default.jpg
keQmLhPMjEKWecfUXLGe3Tp4,Emblematische voorstelling: Neglecta virescunt [Verwaarlozing leidt tot bloei].,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/mpm-woodcuts/manifests/keQmLhPMjEKWecfUXLGe3Tp4.json,https://dams1.antwerpen.be/iiif/keQmLhPMjEKWecfUXLGe3Tp4/full/full/0/default.jpg
